resume_text,category
"Web Designer with 2 years of experience. Designed clean and responsive websites focused on good user experience. Key skills include javascript, html, ui design, react, ux research, wireframing, bootstrap, adobe xd. Familiar with tools such as adobe xd, figma, git. Education, Master of Business Administration.",Web Designing
"HR Executive with 7 years of experience. Handled employee onboarding, engagement activities and grievance redressal. Key skills include hr policies, onboarding, labor law, recruitment, employee relations, payroll, employee engagement. Familiar with tools such as workday, linkedin recruiter, excel. Education, Diploma in relevant discipline.",Human Resources
"Web Designer with 7 years of experience. Designed clean and responsive websites focused on good user experience. Key skills include html, css, ui design, figma, wireframing, responsive design. Familiar with tools such as git, vs code, adobe xd, figma. Education, Bachelor of Technology in relevant field.",Web Designing
"Account Manager with 6 years of experience. Consistently exceeded monthly sales targets through strong client relationships. Key skills include target achievement, market research, client relationship management, crm, sales forecasting, customer retention, b2b sales, cold calling. Familiar with tools such as excel, salesforce. Education, Bachelor of Science, graduated with distinction.",Sales
"Front End Developer with 4 years of experience. Designed clean and responsive websites focused on good user experience. Key skills include adobe xd, react, figma, ui design, css. Familiar with tools such as adobe xd, git. Education, Bachelor of Technology in relevant field.",Web Designing
"Machine Learning Engineer with 4 years of experience. Experienced in cleaning large datasets and turning them into useful insights. Key skills include sql, machine learning, pytorch, statistics, scikit learn, deep learning, nlp, python. Familiar with tools such as jupyter notebook, power bi. Education, Bachelor of Technology in relevant field.",Data Science
"Web Designer with 6 years of experience. Designed clean and responsive websites focused on good user experience. Key skills include photoshop, ux research, ui design, html, javascript, figma. Familiar with tools such as figma, adobe xd, git. Education, Master of Business Administration.",Web Designing
"Sales Executive with 2 years of experience. Consistently exceeded monthly sales targets through strong client relationships. Key skills include target achievement, sales forecasting, client relationship management, b2b sales, customer retention. Familiar with tools such as zoho crm, hubspot. Education, Master of Business Administration.",Sales
"Front End Developer with 3 years of experience. Created wireframes and prototypes before moving into visual design. Key skills include photoshop, wireframing, adobe xd, react, ui design, responsive design, ux research, bootstrap. Familiar with tools such as adobe xd, figma, git, vs code. Education, Bachelor of Science, graduated with distinction.",Web Designing
"Production Engineer with 7 years of experience. Prepared detailed technical drawings for manufacturing teams. Key skills include autocad, root cause analysis, quality control, solidworks, thermodynamics, manufacturing processes. Familiar with tools such as ms project, autocad, ansys. Education, Diploma in relevant discipline.",Mechanical Engineering
"Backend Developer with 2 years of experience. Built REST APIs and integrated them with front end applications. Key skills include c++, object oriented programming, node js, algorithms, react, rest api. Familiar with tools such as jenkins, postman. Education, Master of Business Administration.",Software Development
"Data Analyst Intern with 3 years of experience. Experienced in cleaning large datasets and turning them into useful insights. Key skills include scikit learn, nlp, statistics, tensorflow, python. Familiar with tools such as tableau, git, jupyter notebook, docker. Education, Bachelor of Technology in relevant field.",Data Science
"Backend Developer with 7 years of experience. Built REST APIs and integrated them with front end applications. Key skills include java, c++, javascript, rest api, node js, python, data structures, object oriented programming. Familiar with tools such as aws, git, docker. Education, Master of Business Administration.",Software Development
"Business Development Associate with 1 years of experience. Generated new business leads and converted them into long term clients. Key skills include target achievement, b2b sales, lead generation, cold calling, crm, market research, client relationship management, sales forecasting. Familiar with tools such as hubspot, zoho crm. Education, Bachelor of Science, graduated with distinction.",Sales
"Mechanical Engineer with 8 years of experience. Designed mechanical components and validated them using simulation tools. Key skills include autocad, cad modeling, solidworks, six sigma, product design. Familiar with tools such as solidworks, autocad, ms project, ansys. Education, Master of Business Administration.",Mechanical Engineering
"HR Executive with 7 years of experience. Handled employee onboarding, engagement activities and grievance redressal. Key skills include employee relations, hr policies, onboarding, employee engagement, talent acquisition, payroll, recruitment, labor law. Familiar with tools such as sap successfactors, workday, excel. Education, Diploma in relevant discipline.",Human Resources
"Data Analyst Intern with 5 years of experience. Experienced in cleaning large datasets and turning them into useful insights. Key skills include sql, tensorflow, data visualization, statistics, machine learning, python, deep learning, nlp. Familiar with tools such as docker, power bi. Education, Bachelor of Technology in relevant field.",Data Science
"HR Generalist with 8 years of experience. Managed end to end recruitment cycles for multiple departments. Key skills include recruitment, onboarding, conflict resolution, employee relations, hr policies, payroll. Familiar with tools such as sap successfactors, workday. Education, Diploma in relevant discipline.",Human Resources
"Data Analyst Intern with 8 years of experience. Worked on classification and regression problems for real world applications. Key skills include sql, python, numpy, nlp, feature engineering, tensorflow. Familiar with tools such as git, power bi, tableau. Education, Bachelor of Engineering.",Data Science
"Data Analyst Intern with 1 years of experience. Experienced in cleaning large datasets and turning them into useful insights. Key skills include python, feature engineering, machine learning, scikit learn, tensorflow. Familiar with tools such as jupyter notebook, docker. Education, Bachelor of Technology in relevant field.",Data Science
"Sales Executive with 3 years of experience. Generated new business leads and converted them into long term clients. Key skills include negotiation, lead generation, target achievement, crm, market research, client relationship management, cold calling. Familiar with tools such as salesforce, excel, zoho crm, hubspot. Education, Bachelor of Technology in relevant field.",Sales
"Sales Executive with 4 years of experience. Consistently exceeded monthly sales targets through strong client relationships. Key skills include target achievement, crm, b2b sales, sales forecasting, cold calling. Familiar with tools such as excel, hubspot, zoho crm. Education, Master of Business Administration.",Sales
"Account Manager with 1 years of experience. Generated new business leads and converted them into long term clients. Key skills include market research, target achievement, crm, customer retention, client relationship management, b2b sales. Familiar with tools such as excel, zoho crm. Education, Bachelor of Engineering.",Sales
"Production Engineer with 2 years of experience. Prepared detailed technical drawings for manufacturing teams. Key skills include root cause analysis, thermodynamics, project planning, six sigma, quality control. Familiar with tools such as ansys, autocad, ms project. Education, Bachelor of Engineering.",Mechanical Engineering
"HR Generalist with 8 years of experience. Handled employee onboarding, engagement activities and grievance redressal. Key skills include employee engagement, conflict resolution, recruitment, payroll, hr policies, performance management. Familiar with tools such as excel, sap successfactors, workday. Education, Master of Business Administration.",Human Resources
"Sales Executive with 8 years of experience. Consistently exceeded monthly sales targets through strong client relationships. Key skills include market research, negotiation, target achievement, cold calling, client relationship management, b2b sales, crm, customer retention. Familiar with tools such as zoho crm, hubspot. Education, Master of Business Administration.",Sales
"Full Stack Developer with 2 years of experience. Wrote clean and testable code while collaborating with cross functional teams. Key skills include system design, react, rest api, object oriented programming, data structures, java, microservices, algorithms. Familiar with tools such as jenkins, git. Education, Master of Business Administration.",Software Development
"HR Executive with 8 years of experience. Coordinated with department heads to plan hiring and workforce needs. Key skills include payroll, onboarding, recruitment, hr policies, labor law, employee engagement, performance management. Familiar with tools such as workday, sap successfactors, excel, linkedin recruiter. Education, Master of Business Administration.",Human Resources
"Design Engineer with 8 years of experience. Designed mechanical components and validated them using simulation tools. Key skills include manufacturing processes, project planning, quality control, thermodynamics, root cause analysis, autocad, product design, six sigma. Familiar with tools such as autocad, solidworks. Education, Bachelor of Engineering.",Mechanical Engineering
"Account Manager with 2 years of experience. Consistently exceeded monthly sales targets through strong client relationships. Key skills include cold calling, customer retention, target achievement, crm, negotiation. Familiar with tools such as salesforce, excel, zoho crm. Education, Diploma in relevant discipline.",Sales
"Business Development Associate with 1 years of experience. Managed a portfolio of key accounts and handled contract renewals. Key skills include market research, client relationship management, sales forecasting, crm, cold calling, customer retention, lead generation, target achievement. Familiar with tools such as zoho crm, salesforce. Education, Bachelor of Engineering.",Sales
"Business Development Associate with 5 years of experience. Managed a portfolio of key accounts and handled contract renewals. Key skills include client relationship management, sales forecasting, b2b sales, customer retention, crm, negotiation, cold calling, target achievement. Familiar with tools such as salesforce, hubspot, excel. Education, Bachelor of Science, graduated with distinction.",Sales
"Talent Acquisition Specialist with 5 years of experience. Coordinated with department heads to plan hiring and workforce needs. Key skills include recruitment, performance management, conflict resolution, employee relations, onboarding, hr policies. Familiar with tools such as sap successfactors, linkedin recruiter, workday. Education, Master of Business Administration.",Human Resources
"HR Executive with 4 years of experience. Coordinated with department heads to plan hiring and workforce needs. Key skills include hr policies, conflict resolution, employee engagement, talent acquisition, payroll. Familiar with tools such as sap successfactors, linkedin recruiter, excel. Education, Diploma in relevant discipline.",Human Resources
"Business Development Associate with 7 years of experience. Generated new business leads and converted them into long term clients. Key skills include b2b sales, crm, target achievement, market research, customer retention, sales forecasting, client relationship management. Familiar with tools such as excel, zoho crm, salesforce. Education, Bachelor of Science, graduated with distinction.",Sales
"Sales Executive with 3 years of experience. Generated new business leads and converted them into long term clients. Key skills include client relationship management, lead generation, market research, b2b sales, crm, cold calling, target achievement. Familiar with tools such as excel, salesforce. Education, Bachelor of Technology in relevant field.",Sales
"Web Designer with 3 years of experience. Designed clean and responsive websites focused on good user experience. Key skills include responsive design, html, css, javascript, react, ux research, wireframing. Familiar with tools such as git, adobe xd, figma. Education, Bachelor of Technology in relevant field.",Web Designing
"Backend Developer with 6 years of experience. Wrote clean and testable code while collaborating with cross functional teams. Key skills include rest api, algorithms, java, system design, microservices, c++. Familiar with tools such as jenkins, docker. Education, Bachelor of Science, graduated with distinction.",Software Development
"HR Generalist with 5 years of experience. Handled employee onboarding, engagement activities and grievance redressal. Key skills include recruitment, onboarding, performance management, talent acquisition, conflict resolution, employee engagement, labor law. Familiar with tools such as workday, linkedin recruiter, excel. Education, Bachelor of Technology in relevant field.",Human Resources
"UI UX Designer with 1 years of experience. Worked closely with developers to turn design mockups into working pages. Key skills include react, bootstrap, adobe xd, figma, javascript, photoshop, css. Familiar with tools such as vs code, git. Education, Bachelor of Science, graduated with distinction.",Web Designing
"Account Manager with 3 years of experience. Managed a portfolio of key accounts and handled contract renewals. Key skills include client relationship management, market research, customer retention, negotiation, target achievement, crm, b2b sales, cold calling. Familiar with tools such as hubspot, salesforce. Education, Bachelor of Technology in relevant field.",Sales
"Full Stack Developer with 7 years of experience. Built REST APIs and integrated them with front end applications. Key skills include c++, microservices, data structures, rest api, java. Familiar with tools such as git, aws. Education, Bachelor of Science, graduated with distinction.",Software Development
"Backend Developer with 8 years of experience. Built REST APIs and integrated them with front end applications. Key skills include object oriented programming, javascript, data structures, python, react, algorithms, node js, microservices. Familiar with tools such as postman, aws. Education, Bachelor of Technology in relevant field.",Software Development
"Machine Learning Engineer with 7 years of experience. Built predictive models to solve business problems using structured and unstructured data. Key skills include tensorflow, machine learning, data visualization, pytorch, nlp. Familiar with tools such as tableau, jupyter notebook, docker. Education, Bachelor of Technology in relevant field.",Data Science
"Account Manager with 6 years of experience. Managed a portfolio of key accounts and handled contract renewals. Key skills include crm, b2b sales, cold calling, market research, sales forecasting, client relationship management, target achievement, lead generation. Familiar with tools such as salesforce, zoho crm, hubspot. Education, Bachelor of Technology in relevant field.",Sales
"Account Manager with 5 years of experience. Consistently exceeded monthly sales targets through strong client relationships. Key skills include negotiation, market research, client relationship management, target achievement, sales forecasting. Familiar with tools such as salesforce, hubspot, excel. Education, Master of Business Administration.",Sales
"Account Manager with 2 years of experience. Managed a portfolio of key accounts and handled contract renewals. Key skills include client relationship management, b2b sales, customer retention, sales forecasting, cold calling, target achievement, crm, negotiation. Familiar with tools such as excel, zoho crm. Education, Bachelor of Technology in relevant field.",Sales
"Production Engineer with 3 years of experience. Worked on the production floor to improve process efficiency and reduce waste. Key skills include product design, root cause analysis, six sigma, autocad, cad modeling, project planning. Familiar with tools such as ms project, solidworks, ansys. Education, Bachelor of Science, graduated with distinction.",Mechanical Engineering
"Design Engineer with 6 years of experience. Prepared detailed technical drawings for manufacturing teams. Key skills include autocad, quality control, solidworks, root cause analysis, manufacturing processes. Familiar with tools such as ansys, ms project, solidworks, autocad. Education, Diploma in relevant discipline.",Mechanical Engineering
"Front End Developer with 1 years of experience. Created wireframes and prototypes before moving into visual design. Key skills include css, photoshop, wireframing, figma, ux research, bootstrap, adobe xd, javascript. Familiar with tools such as figma, adobe xd, git, vs code. Education, Bachelor of Engineering.",Web Designing
"Design Engineer with 3 years of experience. Prepared detailed technical drawings for manufacturing teams. Key skills include root cause analysis, manufacturing processes, cad modeling, solidworks, six sigma. Familiar with tools such as ansys, solidworks, ms project. Education, Bachelor of Technology in relevant field.",Mechanical Engineering
"Mechanical Engineer with 6 years of experience. Designed mechanical components and validated them using simulation tools. Key skills include solidworks, cad modeling, manufacturing processes, thermodynamics, quality control, six sigma, project planning, product design. Familiar with tools such as ms project, ansys, solidworks. Education, Bachelor of Science, graduated with distinction.",Mechanical Engineering
"Front End Developer with 6 years of experience. Created wireframes and prototypes before moving into visual design. Key skills include javascript, wireframing, css, ux research, html, figma. Familiar with tools such as git, figma, vs code. Education, Bachelor of Technology in relevant field.",Web Designing
"Talent Acquisition Specialist with 6 years of experience. Managed end to end recruitment cycles for multiple departments. Key skills include labor law, hr policies, employee relations, conflict resolution, performance management, employee engagement, onboarding, recruitment. Familiar with tools such as workday, linkedin recruiter, excel. Education, Bachelor of Science, graduated with distinction.",Human Resources
"Mechanical Engineer with 3 years of experience. Prepared detailed technical drawings for manufacturing teams. Key skills include project planning, thermodynamics, root cause analysis, quality control, solidworks, product design. Familiar with tools such as solidworks, autocad. Education, Master of Business Administration.",Mechanical Engineering
"Design Engineer with 7 years of experience. Worked on the production floor to improve process efficiency and reduce waste. Key skills include quality control, manufacturing processes, product design, root cause analysis, project planning, solidworks, six sigma. Familiar with tools such as ansys, solidworks, autocad. Education, Bachelor of Science, graduated with distinction.",Mechanical Engineering
"Mechanical Engineer with 7 years of experience. Prepared detailed technical drawings for manufacturing teams. Key skills include autocad, root cause analysis, cad modeling, quality control, solidworks, six sigma, product design, thermodynamics. Familiar with tools such as ansys, ms project. Education, Bachelor of Engineering.",Mechanical Engineering
"Business Development Associate with 5 years of experience. Managed a portfolio of key accounts and handled contract renewals. Key skills include market research, negotiation, cold calling, target achievement, client relationship management, lead generation. Familiar with tools such as excel, zoho crm, hubspot, salesforce. Education, Master of Business Administration.",Sales
"Front End Developer with 5 years of experience. Designed clean and responsive websites focused on good user experience. Key skills include photoshop, react, responsive design, javascript, css. Familiar with tools such as figma, git, vs code, adobe xd. Education, Diploma in relevant discipline.",Web Designing
"Backend Developer with 7 years of experience. Built REST APIs and integrated them with front end applications. Key skills include react, python, javascript, microservices, node js, rest api, algorithms, c++. Familiar with tools such as git, jenkins, docker. Education, Diploma in relevant discipline.",Software Development
"Data Scientist with 5 years of experience. Experienced in cleaning large datasets and turning them into useful insights. Key skills include scikit learn, feature engineering, data visualization, machine learning, statistics, tensorflow. Familiar with tools such as tableau, power bi. Education, Bachelor of Science, graduated with distinction.",Data Science
"Design Engineer with 5 years of experience. Designed mechanical components and validated them using simulation tools. Key skills include root cause analysis, product design, quality control, six sigma, thermodynamics. Familiar with tools such as autocad, ansys, solidworks, ms project. Education, Diploma in relevant discipline.",Mechanical Engineering
"UI UX Designer with 5 years of experience. Worked closely with developers to turn design mockups into working pages. Key skills include html, react, bootstrap, figma, wireframing, ui design. Familiar with tools such as git, figma, vs code. Education, Bachelor of Engineering.",Web Designing
"Backend Developer with 7 years of experience. Wrote clean and testable code while collaborating with cross functional teams. Key skills include react, java, c++, microservices, system design. Familiar with tools such as docker, postman, git, jenkins. Education, Bachelor of Technology in relevant field.",Software Development
"Machine Learning Engineer with 3 years of experience. Experienced in cleaning large datasets and turning them into useful insights. Key skills include python, deep learning, machine learning, sql, tensorflow, scikit learn, data visualization, pandas. Familiar with tools such as git, docker, jupyter notebook. Education, Diploma in relevant discipline.",Data Science
"HR Generalist with 6 years of experience. Coordinated with department heads to plan hiring and workforce needs. Key skills include labor law, recruitment, onboarding, payroll, employee engagement. Familiar with tools such as linkedin recruiter, workday, excel. Education, Diploma in relevant discipline.",Human Resources
"Design Engineer with 6 years of experience. Prepared detailed technical drawings for manufacturing teams. Key skills include solidworks, manufacturing processes, cad modeling, product design, six sigma, autocad. Familiar with tools such as autocad, ansys, ms project, solidworks. Education, Bachelor of Science, graduated with distinction.",Mechanical Engineering
"Data Scientist with 8 years of experience. Worked on classification and regression problems for real world applications. Key skills include pytorch, tensorflow, feature engineering, statistics, deep learning, machine learning, pandas, nlp. Familiar with tools such as power bi, tableau, git, docker. Education, Master of Business Administration.",Data Science
"Front End Developer with 4 years of experience. Designed clean and responsive websites focused on good user experience. Key skills include wireframing, photoshop, css, adobe xd, react. Familiar with tools such as vs code, figma. Education, Master of Business Administration.",Web Designing
"HR Generalist with 1 years of experience. Managed end to end recruitment cycles for multiple departments. Key skills include onboarding, conflict resolution, hr policies, labor law, employee relations, performance management. Familiar with tools such as sap successfactors, workday, linkedin recruiter. Education, Bachelor of Technology in relevant field.",Human Resources
"Machine Learning Engineer with 7 years of experience. Worked on classification and regression problems for real world applications. Key skills include pandas, machine learning, numpy, tensorflow, feature engineering. Familiar with tools such as jupyter notebook, git. Education, Master of Business Administration.",Data Science
"Business Development Associate with 7 years of experience. Managed a portfolio of key accounts and handled contract renewals. Key skills include customer retention, target achievement, b2b sales, client relationship management, cold calling, market research, sales forecasting. Familiar with tools such as zoho crm, hubspot, salesforce, excel. Education, Diploma in relevant discipline.",Sales
"Sales Executive with 5 years of experience. Generated new business leads and converted them into long term clients. Key skills include negotiation, client relationship management, lead generation, crm, customer retention, b2b sales, target achievement. Familiar with tools such as excel, zoho crm, hubspot. Education, Bachelor of Science, graduated with distinction.",Sales
"UI UX Designer with 3 years of experience. Created wireframes and prototypes before moving into visual design. Key skills include css, ux research, photoshop, ui design, react, figma. Familiar with tools such as adobe xd, vs code, git, figma. Education, Bachelor of Science, graduated with distinction.",Web Designing
"Sales Executive with 4 years of experience. Generated new business leads and converted them into long term clients. Key skills include crm, negotiation, lead generation, sales forecasting, market research, cold calling. Familiar with tools such as zoho crm, salesforce, excel. Education, Bachelor of Science, graduated with distinction.",Sales
"Machine Learning Engineer with 3 years of experience. Worked on classification and regression problems for real world applications. Key skills include pytorch, pandas, machine learning, statistics, nlp, sql, numpy. Familiar with tools such as power bi, tableau, jupyter notebook. Education, Diploma in relevant discipline.",Data Science
"Sales Executive with 2 years of experience. Generated new business leads and converted them into long term clients. Key skills include target achievement, crm, market research, lead generation, cold calling, sales forecasting, client relationship management, b2b sales. Familiar with tools such as salesforce, zoho crm, hubspot. Education, Master of Business Administration.",Sales
"Data Scientist with 6 years of experience. Experienced in cleaning large datasets and turning them into useful insights. Key skills include numpy, tensorflow, statistics, python, sql, feature engineering, data visualization, deep learning. Familiar with tools such as tableau, git, jupyter notebook. Education, Diploma in relevant discipline.",Data Science
"UI UX Designer with 7 years of experience. Worked closely with developers to turn design mockups into working pages. Key skills include photoshop, react, css, figma, responsive design, bootstrap, wireframing, ui design. Familiar with tools such as git, figma, vs code, adobe xd. Education, Bachelor of Engineering.",Web Designing
"Software Engineer with 2 years of experience. Developed and maintained scalable web applications for enterprise clients. Key skills include object oriented programming, node js, python, algorithms, react, java, rest api, c++. Familiar with tools such as docker, aws, git. Education, Master of Business Administration.",Software Development
"Data Analyst Intern with 7 years of experience. Worked on classification and regression problems for real world applications. Key skills include scikit learn, pytorch, data visualization, sql, feature engineering, numpy, statistics. Familiar with tools such as tableau, power bi. Education, Diploma in relevant discipline.",Data Science
"Data Analyst Intern with 8 years of experience. Experienced in cleaning large datasets and turning them into useful insights. Key skills include tensorflow, feature engineering, statistics, sql, pytorch, data visualization, pandas, deep learning. Familiar with tools such as git, power bi, jupyter notebook. Education, Bachelor of Engineering.",Data Science
"Design Engineer with 8 years of experience. Worked on the production floor to improve process efficiency and reduce waste. Key skills include project planning, thermodynamics, solidworks, product design, cad modeling, six sigma. Familiar with tools such as solidworks, ansys. Education, Diploma in relevant discipline.",Mechanical Engineering
"Software Engineer with 8 years of experience. Developed and maintained scalable web applications for enterprise clients. Key skills include object oriented programming, data structures, microservices, rest api, java, algorithms. Familiar with tools such as docker, jenkins, git. Education, Diploma in relevant discipline.",Software Development
"Account Manager with 3 years of experience. Consistently exceeded monthly sales targets through strong client relationships. Key skills include sales forecasting, lead generation, client relationship management, customer retention, negotiation. Familiar with tools such as salesforce, excel, zoho crm, hubspot. Education, Bachelor of Engineering.",Sales
"Data Analyst Intern with 6 years of experience. Built predictive models to solve business problems using structured and unstructured data. Key skills include tensorflow, statistics, numpy, sql, pytorch, python, feature engineering. Familiar with tools such as jupyter notebook, power bi, docker. Education, Bachelor of Technology in relevant field.",Data Science
"Talent Acquisition Specialist with 6 years of experience. Coordinated with department heads to plan hiring and workforce needs. Key skills include recruitment, employee relations, talent acquisition, payroll, conflict resolution. Familiar with tools such as sap successfactors, linkedin recruiter, workday. Education, Master of Business Administration.",Human Resources
"Production Engineer with 2 years of experience. Worked on the production floor to improve process efficiency and reduce waste. Key skills include thermodynamics, quality control, six sigma, project planning, root cause analysis, manufacturing processes, solidworks. Familiar with tools such as solidworks, autocad. Education, Bachelor of Science, graduated with distinction.",Mechanical Engineering
"Design Engineer with 8 years of experience. Designed mechanical components and validated them using simulation tools. Key skills include root cause analysis, cad modeling, quality control, six sigma, autocad, manufacturing processes, thermodynamics, project planning. Familiar with tools such as ms project, solidworks, autocad. Education, Master of Business Administration.",Mechanical Engineering
"Front End Developer with 7 years of experience. Worked closely with developers to turn design mockups into working pages. Key skills include bootstrap, react, html, adobe xd, ux research, ui design. Familiar with tools such as git, vs code. Education, Bachelor of Science, graduated with distinction.",Web Designing
"Front End Developer with 5 years of experience. Created wireframes and prototypes before moving into visual design. Key skills include ui design, html, bootstrap, adobe xd, wireframing, javascript, figma. Familiar with tools such as figma, vs code, git, adobe xd. Education, Master of Business Administration.",Web Designing
"Sales Executive with 4 years of experience. Managed a portfolio of key accounts and handled contract renewals. Key skills include customer retention, client relationship management, negotiation, target achievement, cold calling, lead generation, b2b sales. Familiar with tools such as hubspot, excel, salesforce, zoho crm. Education, Master of Business Administration.",Sales
"Production Engineer with 4 years of experience. Prepared detailed technical drawings for manufacturing teams. Key skills include thermodynamics, autocad, cad modeling, product design, quality control, solidworks, project planning, root cause analysis. Familiar with tools such as ms project, ansys, solidworks. Education, Diploma in relevant discipline.",Mechanical Engineering
"Front End Developer with 4 years of experience. Created wireframes and prototypes before moving into visual design. Key skills include bootstrap, javascript, html, react, ui design, adobe xd, photoshop, ux research. Familiar with tools such as git, adobe xd, vs code, figma. Education, Bachelor of Engineering.",Web Designing
"Design Engineer with 8 years of experience. Worked on the production floor to improve process efficiency and reduce waste. Key skills include cad modeling, solidworks, quality control, six sigma, project planning. Familiar with tools such as solidworks, ansys, autocad, ms project. Education, Bachelor of Engineering.",Mechanical Engineering
"Machine Learning Engineer with 3 years of experience. Built predictive models to solve business problems using structured and unstructured data. Key skills include feature engineering, statistics, deep learning, pytorch, data visualization, machine learning, numpy, sql. Familiar with tools such as jupyter notebook, tableau. Education, Bachelor of Engineering.",Data Science
"Software Engineer with 2 years of experience. Wrote clean and testable code while collaborating with cross functional teams. Key skills include java, rest api, microservices, javascript, algorithms, react, object oriented programming. Familiar with tools such as git, postman, docker, jenkins. Education, Bachelor of Science, graduated with distinction.",Software Development
"UI UX Designer with 8 years of experience. Created wireframes and prototypes before moving into visual design. Key skills include ux research, javascript, react, css, wireframing. Familiar with tools such as figma, adobe xd, git, vs code. Education, Diploma in relevant discipline.",Web Designing
"Data Analyst Intern with 4 years of experience. Experienced in cleaning large datasets and turning them into useful insights. Key skills include pandas, tensorflow, pytorch, python, numpy, statistics, sql, machine learning. Familiar with tools such as jupyter notebook, tableau, docker. Education, Bachelor of Engineering.",Data Science
"Backend Developer with 7 years of experience. Wrote clean and testable code while collaborating with cross functional teams. Key skills include microservices, java, object oriented programming, c++, python, algorithms, node js. Familiar with tools such as postman, docker, aws. Education, Diploma in relevant discipline.",Software Development
"Data Scientist with 8 years of experience. Experienced in cleaning large datasets and turning them into useful insights. Key skills include scikit learn, pandas, data visualization, statistics, feature engineering, python, deep learning, machine learning. Familiar with tools such as jupyter notebook, tableau. Education, Diploma in relevant discipline.",Data Science
"Full Stack Developer with 6 years of experience. Wrote clean and testable code while collaborating with cross functional teams. Key skills include rest api, object oriented programming, data structures, algorithms, python, react. Familiar with tools such as jenkins, git, postman, docker. Education, Master of Business Administration.",Software Development
"Software Engineer with 7 years of experience. Wrote clean and testable code while collaborating with cross functional teams. Key skills include object oriented programming, system design, node js, data structures, rest api, javascript, c++, java. Familiar with tools such as docker, postman, git, aws. Education, Diploma in relevant discipline.",Software Development
"Data Scientist with 3 years of experience. Built predictive models to solve business problems using structured and unstructured data. Key skills include machine learning, numpy, data visualization, statistics, nlp, python, deep learning. Familiar with tools such as power bi, jupyter notebook, git, tableau. Education, Bachelor of Engineering.",Data Science
"Data Scientist with 2 years of experience. Worked on classification and regression problems for real world applications. Key skills include data visualization, tensorflow, pandas, nlp, sql, scikit learn. Familiar with tools such as git, docker, tableau, jupyter notebook. Education, Bachelor of Technology in relevant field.",Data Science
"Design Engineer with 1 years of experience. Worked on the production floor to improve process efficiency and reduce waste. Key skills include product design, project planning, autocad, solidworks, thermodynamics, quality control. Familiar with tools such as ansys, solidworks. Education, Bachelor of Engineering.",Mechanical Engineering
"UI UX Designer with 1 years of experience. Worked closely with developers to turn design mockups into working pages. Key skills include html, figma, react, javascript, photoshop, ui design, bootstrap, adobe xd. Familiar with tools such as adobe xd, figma, vs code, git. Education, Master of Business Administration.",Web Designing
"Data Analyst Intern with 6 years of experience. Experienced in cleaning large datasets and turning them into useful insights. Key skills include pytorch, feature engineering, data visualization, nlp, python, pandas, numpy, tensorflow. Familiar with tools such as tableau, power bi, git. Education, Diploma in relevant discipline.",Data Science
"Machine Learning Engineer with 8 years of experience. Worked on classification and regression problems for real world applications. Key skills include numpy, scikit learn, nlp, statistics, pandas. Familiar with tools such as jupyter notebook, git. Education, Bachelor of Engineering.",Data Science
"Talent Acquisition Specialist with 6 years of experience. Handled employee onboarding, engagement activities and grievance redressal. Key skills include payroll, onboarding, talent acquisition, labor law, hr policies, performance management. Familiar with tools such as sap successfactors, linkedin recruiter, workday, excel. Education, Diploma in relevant discipline.",Human Resources
"Design Engineer with 4 years of experience. Prepared detailed technical drawings for manufacturing teams. Key skills include root cause analysis, manufacturing processes, quality control, autocad, six sigma. Familiar with tools such as ansys, ms project, solidworks. Education, Diploma in relevant discipline.",Mechanical Engineering
"Sales Executive with 5 years of experience. Consistently exceeded monthly sales targets through strong client relationships. Key skills include customer retention, negotiation, b2b sales, target achievement, lead generation, crm, sales forecasting. Familiar with tools such as excel, salesforce. Education, Diploma in relevant discipline.",Sales
"Talent Acquisition Specialist with 4 years of experience. Managed end to end recruitment cycles for multiple departments. Key skills include performance management, hr policies, talent acquisition, payroll, recruitment, conflict resolution, employee relations. Familiar with tools such as excel, sap successfactors. Education, Bachelor of Engineering.",Human Resources
"HR Executive with 4 years of experience. Coordinated with department heads to plan hiring and workforce needs. Key skills include performance management, talent acquisition, payroll, onboarding, employee engagement, employee relations, hr policies, recruitment. Familiar with tools such as sap successfactors, workday. Education, Bachelor of Engineering.",Human Resources
"Production Engineer with 4 years of experience. Prepared detailed technical drawings for manufacturing teams. Key skills include product design, thermodynamics, solidworks, manufacturing processes, quality control, six sigma, project planning, autocad. Familiar with tools such as solidworks, ms project. Education, Bachelor of Technology in relevant field.",Mechanical Engineering
"Software Engineer with 5 years of experience. Built REST APIs and integrated them with front end applications. Key skills include java, algorithms, javascript, system design, python, react, rest api. Familiar with tools such as aws, docker, jenkins. Education, Diploma in relevant discipline.",Software Development
"Web Designer with 2 years of experience. Worked closely with developers to turn design mockups into working pages. Key skills include ui design, react, adobe xd, wireframing, bootstrap, responsive design, html. Familiar with tools such as adobe xd, vs code. Education, Diploma in relevant discipline.",Web Designing
"UI UX Designer with 4 years of experience. Designed clean and responsive websites focused on good user experience. Key skills include responsive design, photoshop, wireframing, ui design, react, css. Familiar with tools such as figma, adobe xd, vs code. Education, Bachelor of Science, graduated with distinction.",Web Designing
"Mechanical Engineer with 1 years of experience. Designed mechanical components and validated them using simulation tools. Key skills include solidworks, project planning, root cause analysis, product design, quality control, manufacturing processes, thermodynamics. Familiar with tools such as ansys, autocad. Education, Bachelor of Engineering.",Mechanical Engineering
